Azimuth Angle,Flap,FlapRate,FlapAcceleration,PitchLinkMoment
4.69494,-0.0525233,1.05443,-0.163629,17.6828
4.71239,-0.0516446,1.05429,-0.54754,17.6854
4.72984,-0.050766,1.05384,-0.931234,17.6879
4.7473,-0.0498878,1.05306,-1.3146,17.6905
4.76475,-0.0490103,1.05196,-1.69751,17.693
4.7822,-0.0481337,1.05055,-2.07987,17.6956
4.79966,-0.0472582,1.04882,-2.46154,17.6982
4.81711,-0.0463842,1.04676,-2.84243,17.7009
4.83456,-0.0455119,1.0444,-3.22241,17.7035
4.85202,-0.0446415,1.04171,-3.60138,17.7061
4.86947,-0.0437735,1.03871,-3.97921,17.7088
4.88692,-0.0429079,1.03539,-4.3558,17.7115
4.90438,-0.042045,1.03176,-4.73102,17.7142
4.92183,-0.0411852,1.02782,-5.10478,17.7169
4.93928,-0.0403287,1.02357,-5.47696,17.7196
4.95674,-0.0394757,1.019,-5.84744,17.7223
4.97419,-0.0386266,1.01413,-6.21611,17.725
4.99164,-0.0377815,1.00895,-6.58287,17.7277
5.00909,-0.0369407,1.00346,-6.94761,17.7304
5.02655,-0.0361045,0.997674,-7.31021,17.7332
5.044,-0.0352731,0.991583,-7.67057,17.7359
5.06145,-0.0344467,0.98519,-8.02857,17.7387
5.07891,-0.0336258,0.9785,-8.38413,17.7415
5.09636,-0.0328103,0.971513,-8.73711,17.7442
5.11381,-0.0320007,0.964232,-9.08743,17.747
5.13127,-0.0311972,0.956659,-9.43498,17.7498
5.14872,-0.0304,0.948797,-9.77964,17.7526
5.16617,-0.0296093,0.940647,-10.1213,17.7554
5.18363,-0.0288255,0.932213,-10.4599,17.7582
5.20108,-0.0280486,0.923496,-10.7953,17.7609
5.21853,-0.027279,0.9145,-11.1275,17.7636
5.23599,-0.026517,0.905227,-11.4562,17.7663
5.25344,-0.0257626,0.89568,-11.7814,17.769
5.27089,-0.0250162,0.885862,-12.1031,17.7717
5.28835,-0.024278,0.875777,-12.4211,17.7744
5.3058,-0.0235482,0.865426,-12.7354,17.7771
5.32325,-0.022827,0.854813,-13.0457,17.7799
5.34071,-0.0221146,0.843941,-13.3521,17.7826
5.35816,-0.0214113,0.832815,-13.6545,17.7854
5.37561,-0.0207173,0.821436,-13.9527,17.7881
5.39307,-0.0200328,0.809809,-14.2467,17.7909
5.41052,-0.019358,0.797936,-14.5364,17.7937
5.42797,-0.018693,0.785823,-14.8217,17.7965
5.44543,-0.0180382,0.773471,-15.1025,17.7993
5.46288,-0.0173936,0.760886,-15.3788,17.8021
5.48033,-0.0167595,0.74807,-15.6504,17.8049
5.49779,-0.0161361,0.735028,-15.9172,17.8078
5.51524,-0.0155236,0.721764,-16.1793,17.8107
5.53269,-0.0149221,0.708281,-16.4365,17.8135
5.55015,-0.0143319,0.694584,-16.6887,17.8164
5.5676,-0.0137531,0.680677,-16.9358,17.8194
5.58505,-0.0131859,0.666563,-17.1779,17.8223
5.60251,-0.0126304,0.652249,-17.4147,17.8253
5.61996,-0.0120869,0.637736,-17.6463,17.8282
5.63741,-0.0115554,0.623031,-17.8726,17.8312
5.65487,-0.0110362,0.608137,-18.0935,17.8343
5.67232,-0.0105294,0.593059,-18.3089,17.8373
5.68977,-0.0100352,0.577802,-18.5188,17.8404
5.70723,-0.00955372,0.56237,-18.7232,17.8434
5.72468,-0.00908508,0.546767,-18.9218,17.8465
5.74213,-0.00862944,0.530999,-19.1148,17.8497
5.75959,-0.00818694,0.51507,-19.302,17.8528
5.77704,-0.00775771,0.498985,-19.4835,17.856
5.79449,-0.00734189,0.482748,-19.659,17.8592
5.81195,-0.0069396,0.466366,-19.8286,17.8624
5.8294,-0.00655096,0.449842,-19.9922,17.8657
5.84685,-0.0061761,0.433182,-20.1499,17.8689
5.86431,-0.00581511,0.41639,-20.3014,17.8722
5.88176,-0.00546812,0.399472,-20.4468,17.8755
5.89921,-0.00513523,0.382433,-20.5861,17.8789
5.91667,-0.00481653,0.365278,-20.7192,17.8823
5.93412,-0.00451213,0.348012,-20.846,17.8856
5.95157,-0.00422212,0.330641,-20.9666,17.8891
5.96903,-0.00394659,0.313168,-21.0809,17.8925
5.98648,-0.00368561,0.295601,-21.1888,17.896
6.00393,-0.00343928,0.277944,-21.2903,17.8995
6.02139,-0.00320766,0.260202,-21.3854,17.903
6.03884,-0.00299083,0.242381,-21.4741,17.9065
6.05629,-0.00278884,0.224486,-21.5564,17.9101
6.07375,-0.00260177,0.206522,-21.6321,17.9137
6.0912,-0.00242967,0.188495,-21.7013,17.9173
6.10865,-0.00227259,0.170411,-21.764,17.9209
6.12611,-0.00213058,0.152274,-21.8202,17.9246
6.14356,-0.00200369,0.134091,-21.8697,17.9283
6.16101,-0.00189194,0.115866,-21.9127,17.9319
6.17847,-0.00179539,0.0976052,-21.9491,17.9357
6.19592,-0.00171405,0.0793142,-21.9789,17.9394
6.21337,-0.00164796,0.0609985,-22.0021,17.9432
6.23083,-0.00159712,0.0426634,-22.0186,17.9469
6.24828,-0.00156157,0.0243145,-22.0286,17.9507
6.26573,-0.00154131,0.00595737,-22.0319,17.9545
